,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
149,384241,Harij_RadhanpurRoad_DPP (Gujarat),Harij_RadhanpurRoad_DPP (Gujarat),Harij_RadhanpurRoad_DPP (Gujarat),Harij,Gujarat,TRUE
150,752015,Pipili_Hasanapur_D (Orissa),Pipili_Hasanapur_D (Orissa),Pipili_Hasanapur_D (Orissa),Pipili,Orissa,TRUE
151,855105,Katihar_Kantia_D (Bihar),Katihar_Kantia_D (Bihar),Katihar_Kantia_D (Bihar),Katihar,Bihar,TRUE
152,313602,Bhatewar_HoliChowk_DPP (Rajasthan),Bhatewar_HoliChowk_DPP (Rajasthan),Bhatewar_HoliChowk_DPP (Rajasthan),Bhatewar,Rajasthan,TRUE
153,494224,Bastar_Rajendranagar_D (Chhattisgarh),Bastar_Rajendranagar_D (Chhattisgarh),Bastar_Rajendranagar_D (Chhattisgarh),Bastar,Chhattisgarh,FALSE
154,691007,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,FALSE
155,332041,Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar,Rajasthan,TRUE
156,466115,Sehore_Sherpur_D (Madhya Pradesh),Sehore_Sherpur_D (Madhya Pradesh),Sehore_Sherpur_D (Madhya Pradesh),Sehore,Madhya Pradesh,TRUE
157,754035,Athagarh_Karikol_D (Orissa),Athagarh_Karikol_D (Orissa),Athagarh_Karikol_D (Orissa),Athagarh,Orissa,FALSE
158,134113,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,FALSE
159,491441,Rajnandgaon_NehruNagar_D (Chhattisgarh),Rajnandgaon_NehruNagar_D (Chhattisgarh),Rajnandgaon_NehruNagar_D (Chhattisgarh),Rajnandgaon,Chhattisgarh,TRUE
160,482006,Jabalpur_Temp2_L (Madhya Pradesh),Jabalpur_Temp2_L (Madhya Pradesh),Jabalpur_Temp2_L (Madhya Pradesh),Jabalpur,Madhya Pradesh,FALSE
161,391760,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,FALSE
162,148103,Barnala_LakhiColony_D (Punjab),Barnala_LakhiColony_D (Punjab),Barnala_LakhiColony_D (Punjab),Barnala,Punjab,TRUE
163,232331,Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur,Uttar Pradesh,TRUE
164,782447,Lumding_Tinali_DPP (Assam),Lumding_Tinali_DPP (Assam),Lumding_Tinali_DPP (Assam),Lumding,Assam,TRUE
165,682510,Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin,Kerala,TRUE
166,756029,Basta_Dandi_D (Orissa),Basta_Dandi_D (Orissa),Basta_Dandi_D (Orissa),Basta,Orissa,TRUE
167,825330,Ramgarh_Mandu1_D (Jharkhand),Ramgarh_Mandu1_D (Jharkhand),Ramgarh_Mandu1_D (Jharkhand),Ramgarh,Jharkhand,FALSE
168,532432,Narasannapeta_SaiNagar_D (Andhra Pradesh),Narasannapeta_SaiNagar_D (Andhra Pradesh),Narasannapeta_SaiNagar_D (Andhra Pradesh),Narasannapeta,Andhra Pradesh,TRUE
169,133104,Chandigarh_RamNagar1_L (Punjab),Chandigarh_RamNagar_GW (Punjab),Chandigarh_RamNagar1_L (Punjab),Rajpura,Punjab,TRUE
170,813227,Sultanganj_Dilgouri_D (Bihar),Sultanganj_Dilgouri_D (Bihar),Sultanganj_Dilgouri_D (Bihar),Sultanganj,Bihar,FALSE
171,829208,Khalari_NayaDhauda_D (Jharkhand),Khalari_NayaDhauda_D (Jharkhand),Khalari_NayaDhauda_D (Jharkhand),Khalari-JR,Jharkhand,FALSE
172,733102,Balurghat_AkhirDPP_D (West Bengal),Balurghat_AkhirDPP_D (West Bengal),Balurghat_AkhirDPP_D (West Bengal),Balurghat,West Bengal,TRUE
173,206120,Bakewar_VidhyaVihar_D (Uttar Pradesh),Bakewar_VidhyaVihar_D (Uttar Pradesh),Bakewar_VidhyaVihar_D (Uttar Pradesh),Bakewar,Uttar Pradesh,TRUE
174,400074,Mumbai_Chembur1_L (Maharashtra),Mumbai_Chembur1_L (Maharashtra),Mumbai_Chembur1_L (Maharashtra),Mumbai,Maharashtra,FALSE
175,491444,Khairagarh_Mudpar_DPP (Chhattisgarh),Khairagarh_Mudpar_DPP (Chhattisgarh),Khairagarh_Mudpar_DPP (Chhattisgarh),Khairagarh,Chhattisgarh,FALSE
176,623513,Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramanathapuram,Tamil Nadu,TRUE
177,688506,Changanacherry_Thuruthy_D (Kerala),Changanacherry_Thuruthy_D (Kerala),Changanacherry_Thuruthy_D (Kerala),Changanacherry,Kerala,TRUE
178,614702,Thiruvarur_Thiruthuraipoondi_D (Tamil Nadu),Thiruvarur_Thiruthuraipoondi_D (Tamil Nadu),Thiruvarur_Thiruthuraipoondi_D (Tamil Nadu),Thiruthuraipoondi,Tamil Nadu,TRUE
179,822131,Hariharganj_Central_DPP_1 (Jharkhand),Hariharganj_Central_DPP_1 (Jharkhand),Hariharganj_Central_DPP_1 (Jharkhand),Hariharganj,Jharkhand,TRUE
180,712258,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,FALSE
181,301712,Khairthal_HarsouliRoad_D (Rajasthan),Khairthal_HarsouliRoad_D (Rajasthan),Khairthal_HarsouliRoad_D (Rajasthan),Khairthal,Rajasthan,TRUE
182,505481,KarimNagar_Alugunoor_I (Telangana),KarimNagar_Alugunoor_I (Telangana),KarimNagar_Alugunoor_I (Telangana),Karim Nagar,Telangana,TRUE
183,563134,Srinivaspur_KolarRD_D (Karnataka),Srinivaspur_KolarRD_D (Karnataka),Srinivaspur_KolarRD_D (Karnataka),Srinivaspur,Karnataka,TRUE
184,759024,Kamakhyanagar_Mundideuli_D (Orissa),Kamakhyanagar_Mundideuli_D (Orissa),Kamakhyanagar_Mundideuli_D (Orissa),Kamakhyanagar,Orissa,TRUE
185,721652,Tamluk_Nandakumar_DPP (West Bengal),Tamluk_Nandakumar_DPP (West Bengal),Tamluk_Nandakumar_DPP (West Bengal),Panskura,West Bengal,TRUE
186,380022,Ahmedabad_Odhavestate_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Odhavestate_L (Gujarat),Ahmedabad,Gujarat,FALSE
187,146112,Hoshiarpur_SaroopNagar_D (Punjab),Hoshiarpur_SaroopNagar_D (Punjab),Hoshiarpur_SaroopNagar_D (Punjab),Hoshiarpur,Punjab,FALSE
188,272001,Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti,Uttar Pradesh,FALSE
189,622401,Ponamarvathi_Singampunari_D (Tamil Nadu),Ponamarvathi_Singampunari_D (Tamil Nadu),Ponamarvathi_Singampunari_D (Tamil Nadu),Ponnamaravathi,Tamil Nadu,TRUE
190,151301,TalwandiSabo_TaraSchool_D (Punjab),TalwandiSabo_TaraSchool_D (Punjab),TalwandiSabo_TaraSchool_D (Punjab),Talwandi Sabo,Punjab,TRUE
191,133203,Ambala_Barara_D (Haryana),Ambala_Barara_D (Haryana),Ambala_Barara_D (Haryana),Ambala,Haryana,TRUE
192,396194,Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi,Gujarat,FALSE
193,851118,Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai,Bihar,TRUE
194,627128,Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil,Tamil Nadu,TRUE
195,425507,Raver_BurhanpurRoad_D (Maharashtra),Raver_BurhanpurRoad_D (Maharashtra),Raver_BurhanpurRoad_D (Maharashtra),Raver,Maharashtra,TRUE
196,444608,Amravati_Nimbhora_H (Maharashtra),Amravati_Nimbhora_H (Maharashtra),Amravati_Nimbhora_H (Maharashtra),Amravati,Maharashtra,TRUE
197,144509,Nawanshahr_FrndsClny_D (Punjab),Nawanshahr_FrndsClny_D (Punjab),Nawanshahr_FrndsClny_D (Punjab),Nawanshahr,Punjab,TRUE
198,250620,Baraut_OmNagar_D (Uttar Pradesh),Baraut_OmNagar_D (Uttar Pradesh),Baraut_OmNagar_D (Uttar Pradesh),Baraut,Uttar Pradesh,TRUE
199,841504,Raghunathpur_DhnwtiKhp_D (Bihar),Raghunathpur_DhnwtiKhp_D (Bihar),Raghunathpur_DhnwtiKhp_D (Bihar),Raghunathpur-BR,Bihar,TRUE
200,276126,Dullahpur_Raipur_D (Uttar Pradesh),Dullahpur_Raipur_D (Uttar Pradesh),Dullahpur_Raipur_D (Uttar Pradesh),Dullahpur,Uttar Pradesh,TRUE
201,440018,Nagpur_Chikhali1_L (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Chikhali1_L (Maharashtra),Nagpur,Maharashtra,FALSE
202,742187,Berhampore_Mankara_I (West Bengal),Berhampore_Mankara_I (West Bengal),Berhampore_Mankara_I (West Bengal),Baharampur,West Bengal,FALSE
203,713341,Asansol_Ward13_D (West Bengal),Asansol_Ward13_D (West Bengal),Asansol_Ward13_D (West Bengal),Asansol,West Bengal,FALSE
204,384305,Mehsana_DediysnGIDC_I (Gujarat),Mehsana_DediysnGIDC_I (Gujarat),Mehsana_DediysnGIDC_I (Gujarat),Mehsana,Gujarat,TRUE
205,628302,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,TRUE
206,627351,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,TRUE
207,522510,Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur,Andhra Pradesh,FALSE
208,133001,Chandigarh_RamNagar1_L (Punjab),Chandigarh_RamNagar_GW (Punjab),Chandigarh_RamNagar1_L (Punjab),Rajpura,Punjab,FALSE
209,522303,Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,TRUE
210,853205,Bhagalpur_Vikramshila_D (Bihar),Bhagalpur_Vikramshila_D (Bihar),Bhagalpur_Vikramshila_D (Bihar),Bhagalpur,Bihar,FALSE
211,793103,Shillong_Bhoirymbong2_D (Meghalaya),Shillong_Bhoirymbong2_D (Meghalaya),Shillong_Bhoirymbong2_D (Meghalaya),Shillong,Meghalaya,FALSE
212,333021,Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu,Rajasthan,TRUE
213,757029,Betnoti_Bhagabati_DPP (Orissa),Betnoti_Bhagabati_DPP (Orissa),Betnoti_Bhagabati_DPP (Orissa),Betnoti,Orissa,TRUE
214,608901,Jayankondam_Pirancheri_D (Tamil Nadu),Jayankondam_Pirancheri_D (Tamil Nadu),Jayankondam_Pirancheri_D (Tamil Nadu),Jayankondam,Tamil Nadu,TRUE
215,627854,Tirunelveli_BalabgyaNgr_D (Tamil Nadu),Tirunelveli_BalabgyaNgr_D (Tamil Nadu),Tirunelveli_BalabgyaNgr_D (Tamil Nadu),Tirunelveli,Tamil Nadu,TRUE
216,600103,Chennai_Vadaperumbakkam_L (Tamil Nadu),Chennai_Vadaperumbakkam_L (Tamil Nadu),Chennai_Vadaperumbakkam_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
217,624501,Ponamarvathi_Singampunari_D (Tamil Nadu),Ponamarvathi_Singampunari_D (Tamil Nadu),Ponamarvathi_Singampunari_D (Tamil Nadu),Ponnamaravathi,Tamil Nadu,TRUE
218,591306,Gokak_APMCRd_D (Karnataka),Gokak_APMCRd_D (Karnataka),Gokak_APMCRd_D (Karnataka),Gokak,Karnataka,TRUE
219,506347,Mulugu_MaharshiClg_D (Telangana),Mulugu_MaharshiClg_D (Telangana),Mulugu_MaharshiClg_D (Telangana),Mulugu,Telangana,TRUE
220,228159,Lambhua_Jagannathpur_D (Uttar Pradesh),Lambhua_Jagannathpur_D (Uttar Pradesh),Lambhua_Jagannathpur_D (Uttar Pradesh),Lambhua,Uttar Pradesh,TRUE
221,621704,Ariyalur_MINNagar_D (Tamil Nadu),Ariyalur_MINNagar_D (Tamil Nadu),Ariyalur_MINNagar_D (Tamil Nadu),Ariyalur,Tamil Nadu,TRUE
222,712305,Hooghly_Chinsurah_D (West Bengal),Hooghly_Chinsurah_D (West Bengal),Hooghly_Chinsurah_D (West Bengal),Bandel,West Bengal,TRUE
223,246763,Najibabad_Pathanpura_D (Uttar Pradesh),Najibabad_Pathanpura_D (Uttar Pradesh),Najibabad_Pathanpura_D (Uttar Pradesh),Najibabad,Uttar Pradesh,TRUE
224,786159,DoomDooma_Pthrgoan_D (Assam),DoomDooma_Pthrgoan_D (Assam),DoomDooma_Pthrgoan_D (Assam),Doom Dooma,Assam,TRUE
225,415212,Patan_Ashram_D (Maharashtra),Patan_Ashram_D (Maharashtra),Patan_Ashram_D (Maharashtra),Patan-MH,Maharashtra,TRUE
226,686573,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,FALSE
227,301028,Alwar_TuleraRoad_I (Rajasthan),Alwar_TuleraRoad_I (Rajasthan),Alwar_TuleraRoad_I (Rajasthan),Alwar,Rajasthan,TRUE
228,803201,Patna_Janarjanpur_H (Bihar),Patna_Janarjanpur_H (Bihar),Patna_Janarjanpur_R (Bihar),Patna,Bihar,FALSE
229,496445,Saraipalli_Baitri_D (Chhattisgarh),Saraipalli_Baitri_D (Chhattisgarh),Saraipalli_Baitri_D (Chhattisgarh),Saraipalli,Chhattisgarh,TRUE
230,676312,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,TRUE
231,671534,Parappa_Chullikkara_D (Kerala),Parappa_Chullikkara_D (Kerala),Parappa_Chullikkara_D (Kerala),Parappa,Kerala,TRUE
232,764037,Koraput_Balda_DPP (Orissa),Koraput_Balda_DPP (Orissa),Koraput_Balda_DPP (Orissa),Koraput,Orissa,FALSE
233,631102,Sholinghur_RajeshNagar_D (Tamil Nadu),Sholinghur_RajeshNagar_D (Tamil Nadu),Sholinghur_RajeshNagar_D (Tamil Nadu),Sholinghur,Tamil Nadu,TRUE
234,767032,Saintala_Blockroad_DPP (Orissa),Saintala_Blockroad_DPP (Orissa),Saintala_Blockroad_DPP (Orissa),Saintala,Orissa,TRUE
235,723164,Purulia_GariDPP_D (West Bengal),Purulia_GariDPP_D (West Bengal),Purulia_GariDPP_D (West Bengal),Purulia,West Bengal,TRUE
236,141316,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,TRUE
237,415124,Karad_Malkapur1_D (Maharashtra),Karad_Malkapur1_D (Maharashtra),Karad_Malkapur1_D (Maharashtra),Karad,Maharashtra,TRUE
238,577301,Shimoga_Eshwariah_I (Karnataka),Shimoga_Eshwariah_I (Karnataka),Shimoga_Eshwariah_I (Karnataka),Shimoga,Karnataka,TRUE
239,562123,Bangalore_Nelamangla_H (Karnataka),Bangalore_Nelamangla_H (Karnataka),Bangalore_Nelamangla_H (Karnataka),Bangalore,Karnataka,FALSE
240,271303,Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya,Uttar Pradesh,TRUE
241,416103,Jaysingpur_Swapnanagari_D (Maharashtra),Jaysingpur_Swapnanagari_D (Maharashtra),Jaysingpur_Swapnanagari_D (Maharashtra),Jaysingpur,Maharashtra,TRUE
242,782125,Nagaon_Bangthai_H (Assam),Nagaon_Bangthai_H (Assam),Nagaon_Bangthai_H (Assam),Nagaon,Assam,TRUE
243,796891,Lawngtlai_Vengpui2_D (Mizoram),Lawngtlai_Vengpui2_D (Mizoram),Lawngtlai_Vengpui2_D (Mizoram),Lawngtlai,Mizoram,TRUE
244,424005,Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule,Maharashtra,FALSE
245,560094,Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore,Karnataka,FALSE
246,530035,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,FALSE
247,827012,Bokaro_Chas_D (Jharkhand),Bokaro_Chas_D (Jharkhand),Bokaro_Chas_D (Jharkhand),Bokaro,Jharkhand,FALSE
248,370204,Gandhidham_BharatNagar_I (Gujarat),Gandhidham_BharatNagar_I (Gujarat),Gandhidham_BharatNagar_I (Gujarat),Gandhidham,Gujarat,TRUE
249,604154,Tindivanam_Edyankulam_D (Tamil Nadu),Tindivanam_Edyankulam_D (Tamil Nadu),Tindivanam_Edyankulam_D (Tamil Nadu),Tindivanam,Tamil Nadu,TRUE
250,503322,Nizamabad_Sarangapur_I (Telangana),Nizamabad_Sarangapur_I (Telangana),Nizamabad_Sarangapur_I (Telangana),Nizamabad,Telangana,TRUE
251,572201,Tiptur_Chmundeshwri_D (Karnataka),Tiptur_Chmundeshwri_D (Karnataka),Tiptur_Chmundeshwri_D (Karnataka),Tiptur,Karnataka,TRUE
252,695611,Attingal_Central_D_2 (Kerala),Attingal_Central_D_2 (Kerala),Attingal_Central_D_2 (Kerala),Attingal,Kerala,TRUE
253,334003,Bikaner_MurlidharColony_I (Rajasthan),Bikaner_MurlidharColony_I (Rajasthan),Bikaner_MurlidharColony_I (Rajasthan),Bikaner,Rajasthan,FALSE
254,627101,Vallioor_RamakrishnPurm_D (Tamil Nadu),Vallioor_RamakrishnPurm_D (Tamil Nadu),Vallioor_RamakrishnPurm_D (Tamil Nadu),Vallioor,Tamil Nadu,TRUE
255,307031,Pindwara_KashibaiColony_D (Rajasthan),Pindwara_KashibaiColony_D (Rajasthan),Pindwara_KashibaiColony_D (Rajasthan),Pindwara,Rajasthan,TRUE
256,673543,Vadakara_Veerancheri_D (Kerala),Vadakara_Veerancheri_D (Kerala),Vadakara_Veerancheri_D (Kerala),Vadakara,Kerala,TRUE
257,695309,Attingal_Central_D_2 (Kerala),Attingal_Central_D_2 (Kerala),Attingal_Central_D_2 (Kerala),Attingal,Kerala,TRUE
258,811202,Munger_Kaura_D (Bihar),Munger_Kaura_D (Bihar),Munger_Kaura_D (Bihar),Munger,Bihar,FALSE
259,752022,Tangi_SriDPP_D (Orissa),Tangi_SriDPP_D (Orissa),Tangi_SriDPP_D (Orissa),Tangi,Orissa,TRUE
260,516454,Tadipatri_Kondapuram_D (Andhra Pradesh),Tadipatri_Kondapuram_D (Andhra Pradesh),Tadipatri_Kondapuram_D (Andhra Pradesh),Tadipatri,Andhra Pradesh,TRUE
261,326519,RamganjMandi_AdarshNagar_D (Rajasthan),RamganjMandi_AdarshNagar_D (Rajasthan),RamganjMandi_AdarshNagar_D (Rajasthan),Ramganj Mandi,Rajasthan,TRUE
262,636458,Mettur_Samballi_D (Tamil Nadu),Mettur_Samballi_D (Tamil Nadu),Mettur_Samballi_D (Tamil Nadu),Mettur,Tamil Nadu,TRUE
263,570006,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,FALSE
264,400085,Mumbai_Chembur1_L (Maharashtra),Mumbai_Chembur1_L (Maharashtra),Mumbai_Chembur1_L (Maharashtra),Mumbai,Maharashtra,FALSE
265,613403,Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,TRUE
266,271215,Balrampur_Tulsipur_D (Uttar Pradesh),Balrampur_Tulsipur_D (Uttar Pradesh),Balrampur_Tulsipur_D (Uttar Pradesh),Balrampur,Uttar Pradesh,TRUE
267,534340,Kovvur_Ward14_D (Andhra Pradesh),Kovvur_Ward14_D (Andhra Pradesh),Kovvur_Ward14_D (Andhra Pradesh),Kovvur,Andhra Pradesh,TRUE
268,743246,Bongaon_SukntDPP_D (West Bengal),Bongaon_SukntDPP_D (West Bengal),Bongaon_SukntDPP_D (West Bengal),Bongaon,West Bengal,TRUE
269,761037,Chikiti_Bhlasingi_D (Orissa),Chikiti_Bhlasingi_D (Orissa),Chikiti_Bhlasingi_D (Orissa),Chikiti,Orissa,TRUE
270,582212,Navalgund_Nargund_DPP (Karnataka),Navalgund_Nargund_DPP (Karnataka),Navalgund_Nargund_DPP (Karnataka),Navalgund,Karnataka,TRUE
271,249145,Tehri_Chamba_D (Uttarakhand),Tehri_Chamba_D (Uttarakhand),Tehri_Chamba_D (Uttarakhand),Tehri,Uttarakhand,TRUE
272,224159,Jalalpur_Jaukabad_D (Uttar Pradesh),Jalalpur_Jaukabad_D (Uttar Pradesh),Jalalpur_Jaukabad_D (Uttar Pradesh),Jalalpur,Uttar Pradesh,TRUE
273,721124,Lutunia_Bholenthtmpl_D (West Bengal),Lutunia_Bholenthtmpl_D (West Bengal),Lutunia_Bholenthtmpl_D (West Bengal),Lutunia,West Bengal,TRUE
274,202127,Aligarh_Dhanipur_H (Uttar Pradesh),Aligarh_Dhanipur_H (Uttar Pradesh),Aligarh_Dhanipur_H (Uttar Pradesh),Aligarh,Uttar Pradesh,FALSE
275,844502,Hajipur_Hathsarganj1_D (Bihar),Patna_Janarjanpur_H (Bihar),Hajipur_Hathsarganj1_D (Bihar),Hajipur,Bihar,TRUE
276,466111,Sehore_Sherpur_D (Madhya Pradesh),Sehore_Sherpur_D (Madhya Pradesh),Sehore_Sherpur_D (Madhya Pradesh),Sehore,Madhya Pradesh,TRUE
277,835206,ChainpurJH_Chhatarpur_D (Jharkhand),ChainpurJH_Chhatarpur_D (Jharkhand),ChainpurJH_Chhatarpur_D (Jharkhand),ChainpurJH,Jharkhand,FALSE
278,755033,Jajpur_Chandama_D (Orissa),Jajpur_Chandama_D (Orissa),Jajpur_Chandama_D (Orissa),Jajpur,Orissa,TRUE
279,754005,Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneshwar,Orissa,FALSE
280,361004,Jamnagar_Kansumara_L (Gujarat),Jamnagar_Kansumara_L (Gujarat),Jamnagar_Kansumara_L (Gujarat),Jamnagar,Gujarat,FALSE
281,518465,Alur_Pattikonda_D (Andhra Pradesh),Alur_Pattikonda_D (Andhra Pradesh),Alur_Pattikonda_D (Andhra Pradesh),Alur,Andhra Pradesh,TRUE
282,263001,Nainital_Malital_D (Uttarakhand),Nainital_Malital_D (Uttarakhand),Nainital_Malital_D (Uttarakhand),Nainital,Uttarakhand,TRUE
283,415640,Khed_BharanaNaka_D (Maharashtra),Khed_BharanaNaka_D (Maharashtra),Khed_BharanaNaka_D (Maharashtra),Khed,Maharashtra,TRUE
284,364250,Sihor_Gautameshwar_D (Gujarat),Sihor_Gautameshwar_D (Gujarat),Sihor_Gautameshwar_D (Gujarat),Sihor,Gujarat,TRUE
285,509153,Kurnool_Dinnedevrpdu_I (Andhra Pradesh),Kurnool_Dinnedevrpdu_I (Andhra Pradesh),Kurnool_Dinnedevrpdu_I (Andhra Pradesh),Kurnool,Andhra Pradesh,TRUE
286,524312,Udayagiri_SitarampurmRd_D (Andhra Pradesh),Udayagiri_SitarampurmRd_D (Andhra Pradesh),Udayagiri_SitarampurmRd_D (Andhra Pradesh),Udayagiri,Andhra Pradesh,TRUE
287,531034,Chodavaram_Narasayyapeta_D (Andhra Pradesh),Chodavaram_Narasayyapeta_D (Andhra Pradesh),Chodavaram_Narasayyapeta_D (Andhra Pradesh),Chodavaram,Andhra Pradesh,TRUE
288,250222,Meerut_Temp2_L (Uttar Pradesh),Meerut_Panchlikhurd_H (Uttar Pradesh),Meerut_Temp2_L (Uttar Pradesh),Meerut,Uttar Pradesh,TRUE
289,641020,Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
290,203403,Siyana_Khnprstand_D (Uttar Pradesh),Siyana_Khnprstand_D (Uttar Pradesh),Siyana_Khnprstand_D (Uttar Pradesh),Siyana,Uttar Pradesh,TRUE
291,509311,Narayanpet_Ashoknagar_D (Telangana),Narayanpet_Ashoknagar_D (Telangana),Narayanpet_Ashoknagar_D (Telangana),Narayanpet,Telangana,TRUE
292,533293,Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry,Andhra Pradesh,FALSE
293,184141,Samba_Samlah_D (Jammu & Kashmir),Samba_Samlah_D (Jammu & Kashmir),Samba_Samlah_D (Jammu & Kashmir),Samba,Jammu & Kashmir,TRUE
294,603002,Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu,Tamil Nadu,FALSE
295,385310,Dhanera_JalaramNagar_D (Gujarat),Dhanera_JalaramNagar_D (Gujarat),Dhanera_JalaramNagar_D (Gujarat),Dhanera,Gujarat,TRUE
296,209734,Kannauj_Kinaura_D (Uttar Pradesh),Kannauj_Kinaura_D (Uttar Pradesh),Kannauj_Kinaura_D (Uttar Pradesh),Kannauj,Uttar Pradesh,TRUE
297,122012,Gurgaon_Sihi_L (Haryana),Gurgaon_Sihi_L (Haryana),Gurgaon_Sihi_L (Haryana),Gurgaon,Haryana,FALSE
298,507204,Bonakal_SaiNagar_D (Telangana),Bonakal_SaiNagar_D (Telangana),Bonakal_SaiNagar_D (Telangana),Bonakal,Telangana,TRUE
299,688001,Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha,Kerala,FALSE
300,785683,Teok_Wardno3_D (Assam),Teok_Wardno3_D (Assam),Teok_Wardno3_D (Assam),Teok,Assam,TRUE
301,636110,Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur,Tamil Nadu,TRUE
